Province,Year,Month,month_english,date,malaria_cases,precip_mm,IOSD_Index,ENSO_ONI,precip_lag0,precip_lag1,precip_lag2,iosd_lag0,iosd_lag1,iosd_lag2,enso_lag0,enso_lag1,enso_lag2,Season,temp_C,temp_lag0,temp_lag1,temp_lag2,temp_lag3,temp_lag4,temp_lag5,temp_lag6,precip_lag3,iosd_lag3,enso_lag3
Inhambane,2023,3,March,2023-03-01,59583,168.5573019576475,1.039917,-0.15000000000000002,168.5573019576475,501.8626552396698,95.57645072838734,1.039917,1.1951904,1.1317139,-0.15000000000000002,-0.4300000000000001,-0.6799999999999999,Wet,24.685344439965707,24.685344439965707,26.185058805677627,26.51414919782568,26.320549629352712,24.989686007852907,25.694258667804576,23.160654536000006,111.81367257454896,0.67541504,-0.8300000000000001
Inhambane,2023,4,April,2023-04-01,91614,32.1229233194404,1.0914917,0.16,32.1229233194404,168.5573019576475,501.8626552396698,1.0914917,1.039917,1.1951904,0.16,-0.15000000000000002,-0.4300000000000001,Wet,23.613625389558297,23.613625389558297,24.685344439965707,26.185058805677627,26.51414919782568,26.320549629352712,24.989686007852907,25.694258667804576,95.57645072838734,1.1317139,-0.6799999999999999
Inhambane,2023,5,May,2023-05-01,99111,24.97845876652179,0.5355835,0.48,24.97845876652179,32.1229233194404,168.5573019576475,0.5355835,1.0914917,1.039917,0.48,0.16,-0.15000000000000002,Dry,22.39445357852512,22.39445357852512,23.613625389558297,24.685344439965707,26.185058805677627,26.51414919782568,26.320549629352712,24.989686007852907,501.8626552396698,1.1951904,-0.4300000000000001
Inhambane,2023,6,June,2023-06-01,93587,15.787028067913084,0.23352051,0.77,15.787028067913084,24.97845876652179,32.1229233194404,0.23352051,0.5355835,1.0914917,0.77,0.48,0.16,Dry,21.723738467251813,21.723738467251813,22.39445357852512,23.613625389558297,24.685344439965707,26.185058805677627,26.51414919782568,26.320549629352712,168.5573019576475,1.039917,-0.15000000000000002
Inhambane,2023,7,July,2023-07-01,88104,33.8021874722308,0.04272461,1.07,33.8021874722308,15.787028067913084,24.97845876652179,0.04272461,0.23352051,0.5355835,1.07,0.77,0.48,Dry,19.53445890656224,19.53445890656224,21.723738467251813,22.39445357852512,23.613625389558297,24.685344439965707,26.185058805677627,26.51414919782568,32.1229233194404,1.0914917,0.16
Inhambane,2023,8,August,2023-08-01,54547,19.230422967395928,0.16577148,1.32,19.230422967395928,33.8021874722308,15.787028067913084,0.16577148,0.04272461,0.23352051,1.32,1.07,0.77,Dry,20.840625886563902,20.840625886563902,19.53445890656224,21.723738467251813,22.39445357852512,23.613625389558297,24.685344439965707,26.185058805677627,24.97845876652179,0.5355835,0.48
Inhambane,2023,9,September,2023-09-01,58153,23.722260106092705,0.16159058,1.56,23.722260106092705,19.230422967395928,33.8021874722308,0.16159058,0.16577148,0.04272461,1.56,1.32,1.07,Dry,23.620765315161812,23.620765315161812,20.840625886563902,19.53445890656224,21.723738467251813,22.39445357852512,23.613625389558297,24.685344439965707,15.787028067913084,0.23352051,0.77
Inhambane,2023,10,October,2023-10-01,71063,58.67997473627664,0.4663391,1.78,58.67997473627664,23.722260106092705,19.230422967395928,0.4663391,0.16159058,0.16577148,1.78,1.56,1.32,Dry,23.43660733876405,23.43660733876405,23.620765315161812,20.840625886563902,19.53445890656224,21.723738467251813,22.39445357852512,23.613625389558297,33.8021874722308,0.04272461,1.07
Inhambane,2023,11,November,2023-11-01,74361,36.531594932285074,1.2961731,1.92,36.531594932285074,58.67997473627664,23.722260106092705,1.2961731,0.4663391,0.16159058,1.92,1.78,1.56,Wet,25.093650579452515,25.093650579452515,23.43660733876405,23.620765315161812,20.840625886563902,19.53445890656224,21.723738467251813,22.39445357852512,19.230422967395928,0.16577148,1.32
Inhambane,2023,12,December,2023-12-01,79196,159.4966757871684,1.6499023,1.95,159.4966757871684,36.531594932285074,58.67997473627664,1.6499023,1.2961731,0.4663391,1.95,1.92,1.78,Wet,25.98019214912697,25.98019214912697,25.093650579452515,23.43660733876405,23.620765315161812,20.840625886563902,19.53445890656224,21.723738467251813,23.722260106092705,0.16159058,1.56
Inhambane,2024,1,January,2024-01-01,78920,84.08172388028918,1.8729858,1.78,84.08172388028918,159.4966757871684,36.531594932285074,1.8729858,1.6499023,1.2961731,1.78,1.95,1.92,Wet,26.134990912896615,26.134990912896615,25.98019214912697,25.093650579452515,23.43660733876405,23.620765315161812,20.840625886563902,19.53445890656224,58.67997473627664,0.4663391,1.78
Inhambane,2024,2,February,2024-02-01,73305,65.57835904309344,0.6524048,1.48,65.57835904309344,84.08172388028918,159.4966757871684,0.6524048,1.8729858,1.6499023,1.48,1.78,1.95,Wet,26.969744995788293,26.969744995788293,26.134990912896615,25.98019214912697,25.093650579452515,23.43660733876405,23.620765315161812,20.840625886563902,36.531594932285074,1.2961731,1.92
Inhambane,2024,3,March,2024-03-01,56269,254.96368367541544,1.0094604,1.14,254.96368367541544,65.57835904309344,84.08172388028918,1.0094604,0.6524048,1.8729858,1.14,1.48,1.78,Wet,26.20327287250095,26.20327287250095,26.969744995788293,26.134990912896615,25.98019214912697,25.093650579452515,23.43660733876405,23.620765315161812,159.4966757871684,1.6499023,1.95
Inhambane,2024,4,April,2024-04-01,45151,61.984571789800626,1.0765991,0.71,61.984571789800626,254.96368367541544,65.57835904309344,1.0765991,1.0094604,0.6524048,0.71,1.14,1.48,Wet,23.44058516731969,23.44058516731969,26.20327287250095,26.969744995788293,26.134990912896615,25.98019214912697,25.093650579452515,23.43660733876405,84.08172388028918,1.8729858,1.78
Inhambane,2024,5,May,2024-05-01,39205,10.166956061711431,0.64071655,0.39,10.166956061711431,61.984571789800626,254.96368367541544,0.64071655,1.0765991,1.0094604,0.39,0.71,1.14,Dry,22.39375036734122,22.39375036734122,23.44058516731969,26.20327287250095,26.969744995788293,26.134990912896615,25.98019214912697,25.093650579452515,65.57835904309344,0.6524048,1.48
Inhambane,2024,6,June,2024-06-01,57379,51.91497144967505,0.04208374,0.15000000000000002,51.91497144967505,10.166956061711431,61.984571789800626,0.04208374,0.64071655,1.0765991,0.15000000000000002,0.39,0.71,Dry,20.82858147886064,20.82858147886064,22.39375036734122,23.44058516731969,26.20327287250095,26.969744995788293,26.134990912896615,25.98019214912697,254.96368367541544,1.0094604,1.14
Inhambane,2024,7,July,2024-07-01,49926,9.551868871556518,-0.6663513,0.04,9.551868871556518,51.91497144967505,10.166956061711431,-0.6663513,0.04208374,0.64071655,0.04,0.15000000000000002,0.39,Dry,21.00491511821747,21.00491511821747,20.82858147886064,22.39375036734122,23.44058516731969,26.20327287250095,26.969744995788293,26.134990912896615,61.984571789800626,1.0765991,0.71
Inhambane,2024,8,August,2024-08-01,42325,11.239701722454456,-0.9057007,-0.11,11.239701722454456,9.551868871556518,51.91497144967505,-0.9057007,-0.6663513,0.04208374,-0.11,0.04,0.15000000000000002,Dry,21.70469080960309,21.70469080960309,21.00491511821747,20.82858147886064,22.39375036734122,23.44058516731969,26.20327287250095,26.969744995788293,10.166956061711431,0.64071655,0.39
Inhambane,2024,9,September,2024-09-01,37438,25.35880337220842,-0.8597107,-0.21,25.35880337220842,11.239701722454456,9.551868871556518,-0.8597107,-0.9057007,-0.6663513,-0.21,-0.11,0.04,Dry,23.289915954625165,23.289915954625165,21.70469080960309,21.00491511821747,20.82858147886064,22.39375036734122,23.44058516731969,26.20327287250095,51.91497144967505,0.04208374,0.15000000000000002
Inhambane,2024,10,October,2024-10-01,34356,36.390998886282034,-0.4442749,-0.26,36.390998886282034,25.35880337220842,11.239701722454456,-0.4442749,-0.8597107,-0.9057007,-0.26,-0.21,-0.11,Dry,23.708129088083904,23.708129088083904,23.289915954625165,21.70469080960309,21.00491511821747,20.82858147886064,22.39375036734122,23.44058516731969,9.551868871556518,-0.6663513,0.04
Inhambane,2024,11,November,2024-11-01,44837,48.36749163866692,0.27416992,-0.37,48.36749163866692,36.390998886282034,25.35880337220842,0.27416992,-0.4442749,-0.8597107,-0.37,-0.26,-0.21,Wet,26.02211892163312,26.02211892163312,23.708129088083904,23.289915954625165,21.70469080960309,21.00491511821747,20.82858147886064,22.39375036734122,11.239701722454456,-0.9057007,-0.11
